	subject_ID	age	predicted age
0	sub2717	55.0	48.96313001364403
1	sub1075	25.0	22.930349491360076
2	sub1078	35.0	35.62969363454441
3	sub1117	22.0	22.26676553486122
4	sub2353	41.0	34.29826714318922
5	sub1174	34.0	37.09311022567995
6	sub2517	22.0	24.799727909449402
7	sub42	41.75	41.99740814137196
8	sub2772	40.0	40.75347832848037
9	sub2912	24.0	27.662827569189616
10	sub538	46.71	44.41619143986357
11	sub626	36.42	43.258746633607174
12	sub3254	25.0	24.94648164741419
13	sub3115	23.0	21.932479872394666
14	sub2833	49.0	42.39286421619282
15	sub1993	21.0	25.44633645585678
16	sub1574	31.9	43.17264666829725
17	sub1016	24.6352	29.45411056317603
18	sub767	22.0	23.402186747478183
19	sub3097	25.0	31.20651275976205
20	sub1607	18.0	26.312435624704577
21	sub2867	42.0	42.31261058981791
22	sub3145	54.66	51.974712866675006
23	sub3039	31.58	43.43260197258367
24	sub629	26.0	39.80321024605796
25	sub3032	60.97	56.80001677091731
26	sub2415	56.0	49.635073603237984
27	sub3111	19.0	21.62384518342533
28	sub615	28.0	26.738868636492995
29	sub2885	27.0	30.49614933597873
30	sub188	55.6	54.0871532678879
31	sub514	26.0	31.235419454596794
32	sub118	25.0	23.944705180230827
33	sub3100	29.0	30.949493108728248
34	sub816	24.0	20.883307004933997
35	sub2104	33.59	34.50944724641006
36	sub1444	47.72	57.41335187327705
37	sub1464	31.0	21.511267427621178
38	sub1145	23.0	22.77728852759394
39	sub1662	23.0	31.83618657429095
40	sub3161	23.0	18.431288576348564
41	sub1503	67.77	52.45366456517702
42	sub2920	28.24	33.80978434165969
43	sub2172	44.0	48.30857678719691
44	sub2908	61.15	51.96726210032428
45	sub1571	55.58	58.0204281016715
46	sub3232	22.0	18.0
47	sub1317	71.0	63.690922164326835
48	sub144	29.0	28.63659277675883
49	sub2282	34.0	29.013131665660254
50	sub1940	57.0	50.01056528341947
51	sub1496	21.0	21.84911718420186
52	sub836	31.0	33.358464929987136
53	sub444	19.0	23.456464224679436
54	sub2213	24.38	23.57738446668209
55	sub1006	21.0	23.080518581514397
56	sub2260	78.0	68.5980301414286
57	sub1689	59.0	54.27838813364919
58	sub2033	60.6	53.649311607767416
59	sub2028	55.0	52.10360473029637
60	sub274	25.0	18.0
61	sub1601	22.0	25.148150628107786
62	sub448	28.0	30.20487071133688
63	sub1210	35.0	41.898799324641956
64	sub77	65.0	47.00909090909091
65	sub8	18.0	30.173688936649015
66	sub2433	41.0	45.08687202040652
67	sub2979	90.0	83.02660355341364
68	sub994	24.0	32.574621942984535
69	sub242	54.0	50.1818937023571
70	sub2463	54.0	41.04749476319553
71	sub3011	71.0	53.08200062093512
72	sub2190	23.0	26.578205719213983
73	sub668	22.0	30.056671130205288
74	sub375	23.0	30.729677903547085
75	sub1270	19.0	18.862943816484446
76	sub2555	28.0	36.48905663114256
77	sub2668	29.0	34.88142616853203
78	sub2375	29.0	31.876057315959613
79	sub1996	24.0	23.578072254743702
80	sub1851	23.0	19.25168542864985
81	sub719	27.0	34.85962147561288
82	sub1625	82.0	63.39917158070834
83	sub2265	57.86	58.41907887638392
84	sub1321	25.0	23.106274283167053
85	sub665	19.0	18.0
86	sub287	23.0	30.79017628343199
87	sub2586	21.0	26.79588258187512
88	sub385	53.75	54.46807391743617
89	sub1748	34.0	37.68635396274213
90	sub2008	21.0	27.027085232869965
91	sub1187	27.0	35.5367616032692
92	sub1570	31.0	35.95481599426442
93	sub1628	19.0	25.063636363636363
94	sub2975	59.38	55.55932104582028
95	sub2639	32.63	32.4744012180317
96	sub1168	21.0	19.442928761577335
97	sub2715	25.0	35.57364969432216
98	sub13	18.0	36.47685912926811
99	sub1907	21.0	23.282944784751223
100	sub16	40.0	33.25271811450794
101	sub1062	45.0	40.843661683927294
102	sub1972	47.0	39.89990260240505
103	sub1137	27.0	31.158110028237147
104	sub2206	48.0	54.34924074008377
