	subject_ID	age	predicted age
0	sub1670	19.0	28.20342569400262
1	sub1076	21.0	22.494903429502074
2	sub1668	36.0	41.95908195179871
3	sub2067	51.0	43.30005654820914
4	sub411	43.0	52.2238667009311
5	sub1046	23.0	24.5974284873912
6	sub940	24.0	29.434448277396967
7	sub1260	22.0	21.748915376989856
8	sub1767	18.0	23.710309139059945
9	sub751	28.0	20.31404855000602
10	sub1751	25.0	18.0
11	sub3004	41.0	30.25216436378693
12	sub2691	36.92	35.41740034431285
13	sub2852	22.0	29.764302010239845
14	sub425	30.0	34.87721937520516
15	sub1881	19.96	27.477095317147473
16	sub150	21.0	24.002828268528106
17	sub74	55.0	50.81804402247647
18	sub7	22.0	30.941448930788766
19	sub2904	33.0	47.323855041667
20	sub193	19.0	25.02803738317757
21	sub2350	23.0	29.989313239302135
22	sub3183	59.0	51.6809406676104
23	sub449	28.0	25.818742102602215
24	sub2041	25.0	36.1764904596524
25	sub6	33.0	28.472151013710032
26	sub1695	19.0	18.082115858766798
27	sub2168	41.0	33.78134689628541
28	sub2955	45.0	47.175374847328925
29	sub2726	28.0	29.746191875446783
30	sub1453	55.0	44.03538524408037
31	sub125	43.0	39.4902435711829
32	sub3258	21.0	25.470929318002874
33	sub1323	42.0	41.67768529352557
34	sub1054	31.81	31.350082582892412
35	sub693	22.0	26.61319831750353
36	sub2611	29.0	30.064028654959202
37	sub1220	24.0	25.26123993507244
38	sub2899	65.0	58.38971477270911
39	sub929	48.0	50.52361600781748
40	sub2706	25.0	24.86
41	sub403	23.0	22.378434550643618
42	sub1969	23.0	24.312241004528772
43	sub650	62.96	54.94225290370824
44	sub3108	20.0	26.922115588908724
45	sub2283	60.54	54.59378174291399
46	sub734	19.0	19.429331508618162
47	sub520	64.75	63.00838469705516
48	sub218	68.47	60.30594811243927
49	sub2745	31.59	39.46453844325612
50	sub2120	31.0	35.390556604794085
51	sub3150	21.0	28.816419947536815
52	sub1103	74.0	51.536840934839944
53	sub1575	20.0	29.828255210972998
54	sub554	58.66	59.44142546724564
55	sub281	19.0	21.671689978697884
56	sub1687	33.08	31.825270149025215
57	sub3118	26.0	25.036086105911096
58	sub2936	27.0	28.53131889221291
59	sub2966	35.0	32.59835538197862
60	sub2418	18.0	19.10060412281581
61	sub720	30.0	35.87391870612319
62	sub1429	24.0	25.02803738317757
63	sub3138	39.18	44.57615978051433
64	sub2763	26.64	26.324975773222263
65	sub2632	21.0	23.364246272094732
66	sub1705	69.55	72.68074134020287
67	sub1080	18.0	25.02803738317757
68	sub2884	22.0	18.0
69	sub184	25.0	22.399303358510053
70	sub3299	49.0	54.0992782101616
71	sub2780	25.0	34.417857644509155
72	sub736	25.0	30.65520924718993
73	sub214	25.0	35.72398824365595
74	sub2031	26.0	31.8964498768934
75	sub2894	26.0	27.147586642290918
76	sub1086	57.0	56.72900906934353
77	sub2354	26.0	25.02803738317757
78	sub1451	23.0	18.0
79	sub1562	46.0	46.55872693249424
80	sub140	70.95	76.75472264598761
81	sub3048	23.0	21.089313533566894
82	sub1037	22.0	30.338932612824152
83	sub1557	19.0	18.0
84	sub1074	31.0	35.67402629924817
85	sub1440	64.66	57.970719523653116
86	sub2109	23.96	31.369001137982224
87	sub100	81.0	75.07991281171309
88	sub1754	30.0	36.283919705035004
89	sub2707	20.0	20.13681944440131
90	sub2287	28.0	28.14370435124411
91	sub2194	28.0	30.829391251515432
92	sub782	48.0	47.735640071230534
93	sub525	23.0	25.236700149986007
94	sub903	34.0	37.05274076663238
95	sub2420	22.0	27.69926344706286
96	sub849	30.67	36.076509920115
97	sub2386	24.0	28.6566608323414
98	sub3201	64.0	42.77494711191716
99	sub1374	24.0	25.236884181261132
100	sub2024	26.0	30.855514028391383
101	sub2002	33.92	34.03081327912963
102	sub3243	19.0	24.86
103	sub3036	57.21	52.79931241935694
104	sub1113	20.0	21.090304675699116
105	sub207	21.3	29.0791570724586
106	sub1468	23.0	34.426552331394674
107	sub890	30.0	23.54497717487297
108	sub1826	46.0	28.042153434049936
109	sub2276	25.0	29.2709521610048
110	sub1288	25.0	27.87603565226334
111	sub2406	47.0	45.74362640291022
112	sub1459	22.0	18.0
113	sub883	35.45	35.86156936845899
114	sub2496	20.0	26.257947775668896
115	sub2931	34.48	38.485929406334606
116	sub22	26.0	34.77135786620349
117	sub398	54.0	49.95058185975458
118	sub1756	50.0	49.099534404453095
119	sub3033	19.0	31.871075577770057
120	sub857	21.0	24.053181268603055
121	sub807	69.0	53.49579964156959
122	sub1458	24.0	18.0
123	sub544	20.0	25.10621911676327
124	sub1470	68.48	67.7117264638591
125	sub3024	31.0	36.81369682782889
126	sub991	19.0	18.0
127	sub1412	35.0	32.25474170886139
128	sub1404	34.0	35.80196406505476
129	sub2713	44.0	47.37755154794934
130	sub285	59.0	58.72973657724825
131	sub3241	27.0	33.89707834918781
132	sub1034	34.0	43.8388809582562
133	sub296	22.0	18.743619469859283
134	sub1311	26.0	23.78478062032798
135	sub1701	25.0	21.512010481781772
136	sub1221	55.0	51.26988357016586
137	sub2526	56.87	48.520961608828486
138	sub614	47.0	50.21693600405641
139	sub1348	31.0	36.564131240082105
140	sub1097	90.0	86.9922309210217
141	sub2131	31.0	32.5621289524737
142	sub1226	61.34	54.11241033523399
143	sub1963	29.0	27.687425642416997
144	sub669	21.0	18.0
145	sub1684	31.46	36.72126947001223
146	sub1083	34.24	39.66062826231658
147	sub3092	34.0	27.731760983127458
148	sub412	75.97	65.20643832945575
149	sub528	28.0	32.5879397073879
150	sub1917	25.0	18.05018988369042
151	sub2634	55.22	60.87749050681995
152	sub1375	55.17	61.95225127122745
153	sub1885	47.0	41.88847599126814
154	sub2327	22.0	24.633180712099318
155	sub58	47.0	49.374260887237426
156	sub1365	35.0	30.993645090873173
157	sub830	39.38	41.401056819829506
158	sub1467	78.07	69.25442826286175
159	sub2332	30.0	23.05137487803009
160	sub932	24.0	25.47928728696334
161	sub28	24.76	20.61426649235034
162	sub2357	27.0	25.600523767731687
163	sub2413	45.0	37.776464651334265
164	sub3132	32.0	35.98186601095321
165	sub1772	54.21	52.81202492914065
166	sub1783	21.0	18.649388422044012
167	sub1278	22.0	18.867190405279473
168	sub2562	43.92	33.5078252196553
169	sub62	26.0	25.493027621805737
170	sub2331	36.0	35.73867144011089
171	sub866	26.93	34.689026533245425
172	sub2516	41.0	34.41803335365094
173	sub1597	24.0	30.526628159921984
174	sub1170	48.0	35.404580152671755
175	sub851	19.0	18.0
176	sub2305	18.0	23.252126450798613
177	sub1125	31.0	33.730597461310026
178	sub210	49.0	45.22976115889355
179	sub91	52.0	41.07196851533109
180	sub1011	32.42	38.59899489750623
181	sub2326	19.0	18.85100483486599
182	sub926	62.0	62.776558953228346
183	sub432	28.0	27.767809572385573
184	sub2990	28.0	19.20966641323696
185	sub953	21.8097	28.19066488962531
186	sub1120	20.0	25.02803738317757
187	sub2561	64.0	60.102842679031454
188	sub1808	41.95	39.61190013524913
189	sub1114	23.0	25.272398408456496
190	sub1822	40.0	43.732507562970056
191	sub1821	22.0	31.873539509745115
192	sub2858	24.0	22.767403820821414
193	sub1273	72.0	62.879971075046996
194	sub1533	56.0	46.51437487691126
195	sub634	27.0	24.914212081997505
196	sub2677	32.0	37.184058331703454
197	sub1194	34.0	42.00562918303305
198	sub67	31.0	27.139958835408834
199	sub1646	18.0	18.0
200	sub546	21.0	24.113965777576595
201	sub2753	41.06	46.472185319414734
202	sub364	29.0	28.90973527714624
203	sub3186	54.49	55.15516075491661
204	sub461	53.0	52.235238344051794
205	sub2618	43.16	40.52106902322623
206	sub1215	23.0	18.0
207	sub2348	63.0	52.02249538191484
208	sub1839	22.0	18.0
209	sub1719	20.17	34.488341914404
210	sub1300	30.42	25.685837486969433
211	sub2217	23.0	18.0
212	sub3027	29.0	22.596651687174784
213	sub2117	33.0	33.757033435801844
214	sub966	21.0	23.962128981821053
215	sub1841	27.0	34.202558382295564
216	sub945	23.0	35.108033218246675
217	sub2944	27.71	23.98289954684799
218	sub486	39.0	39.47456646736674
219	sub1286	21.0	20.49153608239621
220	sub1121	19.0	18.0
221	sub2672	33.0	32.175514299454335
222	sub68	18.0	19.775977771716867
223	sub2080	23.0	29.368953192319452
224	sub2277	59.0	48.231000982702994
225	sub2779	53.0	47.423081015856326
226	sub1328	44.0	25.02803738317757
227	sub696	48.0	45.79967695149128
228	sub2847	69.72	70.8284142576558
229	sub2929	33.0	25.02803738317757
230	sub2230	19.0	31.921524963052207
231	sub942	59.74	60.7087725681676
232	sub2646	25.19	20.736187375886345
233	sub2090	24.9	32.40913806381576
234	sub1417	19.0	22.438973553445607
235	sub497	21.15	34.88891441355989
236	sub1588	71.0	53.63645214143929
237	sub2201	37.1	37.58889507169354
238	sub882	26.0	29.888273983796182
239	sub1925	33.35	44.40387488934232
240	sub2536	41.3	43.601117666022674
241	sub2581	42.0	40.14980026158571
242	sub332	62.68	60.00625705972533
243	sub2237	24.0	30.98101595532134
244	sub29	47.0	39.038783943287655
245	sub3058	50.0	42.588657851103164
246	sub602	42.37	50.385027306420085
247	sub2215	31.0	25.929723914883624
248	sub1606	25.0	28.678924913960856
249	sub44	23.62	26.101525839338763
250	sub454	30.44	29.70946781326421
251	sub3130	18.0	19.29885412302079
252	sub2208	25.0	27.713694843655503
253	sub682	24.88	25.79001242309988
254	sub865	23.49	28.466013996927813
255	sub1978	36.0	22.62589092368742
256	sub93	26.0	31.006408193103084
257	sub195	21.0	18.0
258	sub1950	19.0	26.745927634638207
259	sub2558	24.0	23.88051031757354
