	subject_ID	age	predicted age
0	sub2717	55.0	55.4752037959675
1	sub1075	25.0	26.515378621565617
2	sub1078	35.0	30.819185999568674
3	sub1117	22.0	25.187878036411405
4	sub2353	41.0	41.504760491308446
5	sub1174	34.0	34.8558377372579
6	sub2517	22.0	18.0
7	sub42	41.75	37.306486820605244
8	sub2772	40.0	46.49640171718107
9	sub2912	24.0	20.294075036076777
10	sub538	46.71	42.30432873779097
11	sub626	36.42	36.05847165340589
12	sub3254	25.0	20.204706708741526
13	sub3115	23.0	20.51558031560586
14	sub2833	49.0	45.93025977825397
15	sub1993	21.0	30.63323946864699
16	sub1574	31.9	37.739692979067115
17	sub1016	24.6352	29.75448858701253
18	sub767	22.0	26.982657621668352
19	sub3097	25.0	20.487680954894643
20	sub1607	18.0	18.610000109616124
21	sub2867	42.0	38.824728772282526
22	sub3145	54.66	48.28259239620871
23	sub3039	31.58	40.10041838584772
24	sub629	26.0	32.299064657856945
25	sub3032	60.97	63.24823820444959
26	sub2415	56.0	50.785777498151276
27	sub3111	19.0	18.0
28	sub615	28.0	32.50675856882896
29	sub2885	27.0	28.864345142089007
30	sub188	55.6	55.81142777006795
31	sub514	26.0	35.71459487891667
32	sub118	25.0	28.235331260249097
33	sub3100	29.0	41.7744571427325
34	sub816	24.0	22.704583454604347
35	sub2104	33.59	31.067593482519953
36	sub1444	47.72	52.67462074317842
37	sub1464	31.0	29.35156840836595
38	sub1145	23.0	24.919249577225003
39	sub1662	23.0	23.009196471640337
40	sub3161	23.0	18.0
41	sub1503	67.77	61.791697666716175
42	sub2920	28.24	33.44908897885267
43	sub2172	44.0	44.910554794363236
44	sub2908	61.15	61.07701296715601
45	sub1571	55.58	47.75102575703164
46	sub3232	22.0	19.651457105374504
47	sub1317	71.0	71.90828740064222
48	sub144	29.0	26.082354626903964
49	sub2282	34.0	29.946338958015588
50	sub1940	57.0	50.73383228880226
51	sub1496	21.0	24.27557995208332
52	sub836	31.0	33.74828658295388
53	sub444	19.0	18.350395093523787
54	sub2213	24.38	19.21120892629648
55	sub1006	21.0	23.19009077333027
56	sub2260	78.0	77.403468419273
57	sub1689	59.0	50.9903635976803
58	sub2033	60.6	58.08661874006344
59	sub2028	55.0	46.020673047092316
60	sub274	25.0	25.375135996968368
61	sub1601	22.0	23.167014752868965
62	sub448	28.0	26.357090136053614
63	sub1210	35.0	38.86608529613255
64	sub77	65.0	73.93819431355229
65	sub8	18.0	24.93794865350634
66	sub2433	41.0	48.67122418101195
67	sub2979	90.0	86.51891631250288
68	sub994	24.0	25.999901039210783
69	sub242	54.0	51.55788660360264
70	sub2463	54.0	43.871776681676295
71	sub3011	71.0	60.390568197002324
72	sub2190	23.0	32.84131020061983
73	sub668	22.0	34.15297553290662
74	sub375	23.0	24.31780590965269
75	sub1270	19.0	24.400389346022678
76	sub2555	28.0	24.684643907101474
77	sub2668	29.0	31.491251133413755
78	sub2375	29.0	30.536795272479196
79	sub1996	24.0	19.465989910091196
80	sub1851	23.0	30.85041456994219
81	sub719	27.0	41.98296130677278
82	sub1625	82.0	59.65692124970934
83	sub2265	57.86	65.7588703341226
84	sub1321	25.0	29.732289974684647
85	sub665	19.0	18.0
86	sub287	23.0	30.21099853654829
