run	mae	sr	r	rrank
0	4.300166571563088	0.35184861387116534	0.9325955935974146	0.8778285412381548
1	4.269483139359698	0.3465859808930576	0.9343270248694738	0.8797644424826081
2	4.285944925612052	0.3525758102706665	0.9334976227469179	0.8808454270292072
3	4.26693699717514	0.34346734485962876	0.9336461190728493	0.8813649931629166
4	4.261175255178907	0.33340212436748273	0.9335284353554287	0.8808658300209541
5	4.303459644067795	0.3515545111706319	0.9330453832126949	0.8820348368022383
6	4.314103152542373	0.3470108808695445	0.9332793086968653	0.8791930767229793
7	4.270446571563089	0.3453821244677326	0.9334366816301986	0.8814816422248858
8	4.287389382297551	0.35078587836121067	0.9329827017991149	0.8801081732297452
9	4.31683274670433	0.3557980979416851	0.9322401849478886	0.8802191462461707
10	4.320716064030131	0.36189988653371175	0.9318539445687053	0.8811648422718668
11	4.284072806026364	0.34850762518894046	0.9336251197441501	0.8822511619804946
12	4.279019995291901	0.34684655679569454	0.9332454070097858	0.8808754925132342
13	4.23597824858757	0.34017199214630806	0.9340636296705754	0.8823591582578666
14	4.261845306967985	0.347086271640099	0.9341126397801238	0.8815785068117967
15	4.294667104519774	0.35639564347012903	0.9326838853946465	0.8808598523211945
16	4.273770564971751	0.34469746489359226	0.9336410486923816	0.8811672112923661
17	4.286715884180791	0.3447899532999685	0.9331903723924739	0.8792790019710229
18	4.267119931261769	0.34131826970788337	0.9341417277460212	0.8798634265376815
19	4.292524935969868	0.34916145841617696	0.9329152238712216	0.8816991937428835
20	4.295075828625236	0.3556299658148401	0.9336698501117666	0.8804819870827606
21	4.263177540489643	0.348225242717292	0.9335057375138915	0.8812536368790455
22	4.266679873822975	0.34272770923897	0.9339249210559634	0.8824598793213596
23	4.29832729566855	0.3484983828517428	0.9326671101867998	0.8815140204758123
24	4.3120183229755185	0.35275284042648786	0.9328934576563421	0.8794425700382376
25	4.329288161016949	0.3527587216923729	0.9321286438006708	0.8798479819725593
26	4.278013298493408	0.3484417660182365	0.933082157554899	0.8807005224557399
27	4.243649015065913	0.3477354921203992	0.9345334468173354	0.8814979273031756
28	4.26740843314501	0.3454532633023107	0.9336039821964042	0.8792254975058518
29	4.299790585687383	0.36344681800773543	0.9333183170376489	0.8821984332544832
30	4.306348245762711	0.3510541998379477	0.9332343092364929	0.8787083925995033
31	4.326863742937854	0.3632735555648114	0.9324893826906814	0.8800562902447908
32	4.296606165725047	0.359482396578727	0.9331018454721345	0.8805821459472007
33	4.263922627118643	0.35545660815015945	0.9347238233566412	0.8826783449603637
34	4.27736711299435	0.3560706954067844	0.9337860367205685	0.8833611823065476
35	4.252679758003766	0.34890254662278575	0.9351458094078618	0.8825272893179618
36	4.30586434180791	0.35735148647947423	0.9329218853790685	0.8803099913804545
37	4.273370675141242	0.35633143540998496	0.9333410187005556	0.8821269452056794
38	4.301176176082862	0.3577500368687216	0.9328690529941196	0.8814040499383936
39	4.2744988173258	0.36260462980962094	0.93356120302183	0.8812775418074795
40	4.245597260828625	0.35138009449503343	0.9341438992678048	0.8820814705610039
41	4.282747275894538	0.34830166831177145	0.9338008065024026	0.8812272106243266
42	4.26138356591337	0.3448505867328945	0.9344172559728215	0.8825449531360988
43	4.332937262711864	0.3707581513800943	0.9322073483227304	0.8826121272794496
44	4.341225571563088	0.35088079477406575	0.9319068121813098	0.8778328717043472
45	4.329937792843691	0.3688979547325813	0.9324140165072314	0.8806121039642595
46	4.288942699623351	0.35589792766759965	0.9336247677248067	0.8811216650792532
47	4.345511812617702	0.3573590905710407	0.9319712811878598	0.8791820373203196
48	4.3039378804143125	0.3463832316531742	0.9325587523995933	0.8794629240744593
49	4.286193460451977	0.35281934115437563	0.9331658472146586	0.8803409935194949
