run	mae	sr	r	rrank
0	4.2136385423076925	0.28467114525932113	0.9314175094607624	0.8858220134168306
1	4.249997803846154	0.3081264305063822	0.9307810452290664	0.8856978295917249
2	4.215600834615384	0.27733409038855783	0.9317369419819546	0.8842360672698378
3	4.221665728846154	0.2881886995677794	0.9317834943381267	0.8834849802169709
4	4.243625355769231	0.28467433218662463	0.9312533007401885	0.8827529117278445
5	4.178021271153846	0.27018220815678406	0.9316381487957542	0.8844669698282652
6	4.167457482692307	0.28068441636381175	0.9327620146336649	0.8854360840915307
7	4.232437284615384	0.2920612775144329	0.9313540189407045	0.883868499715119
8	4.194539444230769	0.2874237211088791	0.9325703053947803	0.88469333918221
9	4.191877615384615	0.27597435023778627	0.9317244207990408	0.883627950338115
10	4.222717898076922	0.28311477462870915	0.9316148304725275	0.8846778454713292
11	4.219512459615385	0.29147044375745995	0.9317821523588219	0.884963396453474
12	4.211529807692307	0.2986133021522026	0.9313411620299973	0.8848110997499288
13	4.17477023076923	0.30119101037414286	0.9324075135602014	0.8854595242065423
14	4.181982034615384	0.2855988870791508	0.9327614601912213	0.8856957612855205
15	4.216095688461538	0.3060240078156799	0.9320815275501683	0.8850867879514401
16	4.181008051923078	0.26131561663890834	0.9322984527426861	0.88156673084799
17	4.198671913461538	0.2958065661624609	0.9327329178583402	0.8830000199711292
18	4.215139917307693	0.2735624093687173	0.9311191275437968	0.882293059271017
19	4.2344484596153835	0.2902344001692338	0.931576216316049	0.8859970670990663
20	4.228395567307691	0.2912888211030712	0.9308874941646283	0.8845684984890984
21	4.160288824999999	0.2747780136184362	0.933574731769199	0.8835905059285246
22	4.215388267307692	0.28556330603920926	0.9322692378783735	0.8836935741209434
23	4.245760294230769	0.29389058226238	0.9307793538585665	0.8817175143849494
24	4.193993923076923	0.288108458545161	0.932526959922077	0.8846392671438537
25	4.228430603846153	0.2956599480295834	0.9315415971342307	0.8837141059204052
26	4.168695396153846	0.2843832794792821	0.9325164332161523	0.8853901358019499
27	4.177961636538462	0.29053215602067606	0.9326714911269962	0.8867976766645711
28	4.1721648711538455	0.28018024978161177	0.9313770711053014	0.8842902912164676
29	4.203930784615384	0.2882100537270555	0.931687056213484	0.883682294890334
30	4.153475378846154	0.28061865251556234	0.9331725881395982	0.8872974170859379
31	4.228744426923077	0.29489885506799773	0.9311470612309118	0.885202494165796
32	4.183824421153846	0.2878959391007904	0.9317951637262255	0.8867555783869978
33	4.208956661538461	0.27356787445928465	0.9317737714789558	0.8822746999823922
34	4.184844340384616	0.28982032797427726	0.9315254628626498	0.8846048779730511
35	4.234592817307692	0.29959946710427005	0.9311328333856228	0.884311684403316
36	4.212592544230769	0.30530028239836926	0.9317089135266142	0.8855072583569665
37	4.225159036538462	0.2908309703222158	0.931222733897681	0.8836825585477686
38	4.21916535576923	0.28828067294573734	0.9310286913002804	0.883052725700686
39	4.217149671153846	0.28281013851909914	0.9315734245916959	0.8841457651854894
40	4.213148067307692	0.28529028024617514	0.9318667973241367	0.8857922969868705
41	4.19071353076923	0.2778102364042393	0.9317639755329217	0.8837595394719323
42	4.203734663461539	0.2779836249416928	0.9316007853167049	0.8835970145759919
43	4.18601706346154	0.2787169196315745	0.9315000579796523	0.8857212697072365
44	4.196975813461538	0.291557287462257	0.9322985221887524	0.8865837720268206
45	4.200673411538461	0.2871628697687722	0.9319671178350797	0.8836240650002898
46	4.252170246153844	0.2860871923204467	0.9311645729745591	0.8801594537567028
47	4.211818498076923	0.2797623376963	0.9319606871370828	0.8818754469665118
48	4.186019532692307	0.29356357344475953	0.931950102563694	0.8871377102028657
49	4.164003626923076	0.2697368886675842	0.9321190135643809	0.8852588718001481
