run	mae	sr	r	rrank
0	3.7425592775665404	0.2521752151409266	0.9519955163302092	0.908128867320842
1	3.7448244942965783	0.25179308348244556	0.9513609591372232	0.908075025653928
2	3.798761298479088	0.2501773829378868	0.9505962688863108	0.9088362434355091
3	3.779275216730039	0.27527056692377905	0.9511202153340707	0.907576659800603
4	3.7731647671102673	0.24815697885376864	0.9505874346734656	0.9076329648418331
5	3.7777584733840315	0.2612271973577699	0.9510776658345012	0.909284692059003
6	3.7759050323193923	0.2607580107024084	0.9509960408227297	0.9066355968477231
7	3.77646463498099	0.2655063480413346	0.9512118420975436	0.9072459468755742
8	3.7620839904942978	0.2689827426919349	0.951394018801649	0.9079363501662209
9	3.7673832271863126	0.25942405836921256	0.9510900871707701	0.9071453077988082
10	3.7847046340304185	0.2538284554028865	0.9507572915253243	0.9079989620656777
11	3.78903897053232	0.250486833426901	0.950610111469817	0.9062377426621873
12	3.8048871150190124	0.28098267138761784	0.9510534312529861	0.9088089739583106
13	3.7526233032319403	0.26536421324922416	0.9518170895773962	0.9089710475714456
14	3.791680069391636	0.2509401561637668	0.9512559696898044	0.9066581025119435
15	3.7762894467680614	0.2583487104864624	0.9510555502319448	0.9066085283129512
16	3.7676392034220534	0.2639904841956451	0.9508634294439423	0.9074064362733404
17	3.790993982889735	0.24715197636578187	0.9509905355389915	0.9066961934813322
18	3.7623107024714835	0.25864246139081015	0.9515219472775553	0.9087357392405289
19	3.7666265370722436	0.258365781133752	0.9514622373984029	0.9077272199048642
20	3.8064090389733845	0.2672746282988825	0.9502934741500779	0.9064375623556069
21	3.7602963574144495	0.2652607098473386	0.951155916001094	0.9078626223860634
22	3.8042096264258554	0.2522090423167697	0.950905337923375	0.9056746755908591
23	3.7696338707224344	0.2571270306626389	0.9516081234355336	0.9086605284804217
24	3.767347941064639	0.2620685720148723	0.9514354739757537	0.9086281032013201
25	3.779360068441065	0.2494963754127026	0.9508870120366859	0.9081322063692249
26	3.7772735475285177	0.24509061455438153	0.9508034479242831	0.9071167221818709
27	3.788374346958175	0.25033755784995887	0.9505009918595329	0.9075849071488328
28	3.769972884030419	0.2553184830223055	0.9512280801075655	0.9079441438122695
29	3.777979682509506	0.2614781713147845	0.9506258643747575	0.908378945599562
30	3.771317953422054	0.2633826948261543	0.9508148543951259	0.908172856511073
31	3.781135713878328	0.2742711351771586	0.950628308151307	0.9086987882172479
32	3.7748536368821304	0.2523345188055574	0.950718374502588	0.9090111427579419
33	3.7637576777566544	0.2615784410999326	0.9514586580714528	0.9089534204297537
34	3.764939120722434	0.27212213840137844	0.9513573471390708	0.9083672503728251
35	3.7803064410646394	0.2603364940140821	0.9507903283797872	0.9075250175034049
36	3.807260735741446	0.2570633929032515	0.9501020742042848	0.906962689758726
37	3.829180126425857	0.2775423462132875	0.9496695742591333	0.9074389383667453
38	3.778001569391636	0.2547149208762281	0.9513953973438292	0.9070378966300688
39	3.7772129971482897	0.2607165375354128	0.9513099577832594	0.9071930729485909
40	3.7752631226235747	0.24505933427885565	0.9510541048191876	0.9070502705240072
41	3.7519269486692024	0.23518618873385047	0.9508920262946631	0.9075268323411452
42	3.7431623878326996	0.2301354745754971	0.9514383848451257	0.9081684355477352
43	3.7847390323193926	0.2638044427041146	0.950606874031028	0.9071703817104376
44	3.7686969657794678	0.2640435833796665	0.9507543123910273	0.9078389863412841
45	3.7900367129277566	0.2690994531187159	0.9510805576611535	0.9075758516690456
46	3.75084869486692	0.2745187441077563	0.9516178251334332	0.9104635285290353
47	3.7805505484790882	0.2682106212595376	0.9506544075530463	0.9072476096671545
48	3.770814900190114	0.24996749077212002	0.951690812008272	0.9078689517865365
49	3.771339771863118	0.2546446214093527	0.9512089740718987	0.9082197291411054
