run	mae	sr	r	rrank
0	3.6293454624765484	0.3007244565508854	0.9576342210321656	0.9012443910276438
1	3.6357138752345217	0.2939237634146959	0.9573899534266921	0.9020949060727371
2	3.6334647795497186	0.29362725857670297	0.9577414718443421	0.8998518547486603
3	3.6527578527204505	0.29589052116567754	0.9574392951337618	0.899414811793639
4	3.6347751031894937	0.28772202810275405	0.9569576702193621	0.9015294628040954
5	3.6216394024390244	0.2869074126432577	0.9574743885160217	0.9018520397110535
6	3.674219622889306	0.28989592744870907	0.9569991740124787	0.89975449685391
7	3.6261512373358347	0.29069655294906926	0.9581129798623367	0.902360603889188
8	3.607484590056285	0.27906395449124993	0.9583521965310394	0.9011740572738627
9	3.629538614446529	0.2846694079073147	0.9577665419261334	0.9002669881394734
10	3.605442813320826	0.3004410519681354	0.9582300402160369	0.9028166996414226
11	3.6584532607879923	0.2865263520090661	0.9569748288341977	0.8998923532828057
12	3.63221454315197	0.300591092270425	0.9577338589663408	0.9027516946515393
13	3.6162126003752344	0.2852194402995085	0.9582745385492835	0.9019764375650068
14	3.632804794559099	0.2997898716565676	0.9571831176368194	0.9022204319413699
15	3.615971261726079	0.2902675886908325	0.9581072248752401	0.9025646745839234
16	3.6188180863039396	0.2956524343554629	0.9578623867454181	0.8996940315091213
17	3.6556432157598495	0.2854984892538054	0.9572323635764272	0.899921970410325
18	3.5977510300187623	0.29233444388092195	0.9586454080094683	0.9021883130857268
19	3.608031791744841	0.28754981659889794	0.9578620643882969	0.9010038697957204
20	3.63339727673546	0.3066759985127755	0.9574021020557112	0.9030194957813336
21	3.61683064727955	0.28536196954994303	0.9578586713650667	0.9011828789751652
22	3.618245432457787	0.2787987880269263	0.957938301617034	0.9022032246681585
23	3.6383751463414633	0.2794898202250328	0.9570755639218157	0.9000943424974152
24	3.6437221988742965	0.29567487517720836	0.9576384998451075	0.9015157227762312
25	3.6174698630393998	0.28055630010802934	0.9577368801988252	0.900619283274641
26	3.639283465290807	0.2883238408355835	0.9577625045842536	0.901120016919366
27	3.5870737692307695	0.2807156767585881	0.958414702250307	0.9020894307329868
28	3.5982886332082544	0.281367944982923	0.9580266816744271	0.9019802814767318
29	3.6109744521575986	0.2838486017654483	0.9575228438980833	0.9006797466194499
30	3.6282670609756096	0.2973183540759487	0.9569252949310513	0.9017996447525304
31	3.6076793095684807	0.2865065364315865	0.9577782437989522	0.9007502786025224
32	3.644288459662289	0.2882701969631072	0.9570268349324951	0.9012913977803461
33	3.6256537823639774	0.28960606022648105	0.9580214311881599	0.901732855576865
34	3.626795040337711	0.2893560054244803	0.9573372809758112	0.9007340189269144
35	3.6454119774859284	0.2874518263302712	0.9571404644315633	0.8998782782088172
36	3.634296341463415	0.28972030360837664	0.9574823239905644	0.9015517232478784
37	3.6266218067542217	0.2952266453380827	0.9577021769899817	0.9007039081757782
38	3.623156531894934	0.2995463788161798	0.957823007905238	0.901006922699032
39	3.6283411088180113	0.28599122446499975	0.9579289061880261	0.8999805108236881
40	3.6171038705440903	0.2773763442870704	0.957754905499427	0.9014039746161677
41	3.6214149174484063	0.2896287363276317	0.9577402420637872	0.9009336708693778
42	3.6433504643527206	0.28923038616352326	0.9576882106953247	0.9016943413693902
43	3.658857857410882	0.29566409089538015	0.9575024986148762	0.8995465227676945
44	3.6129037570356477	0.292694247915696	0.9576342287889537	0.900844462653958
45	3.629434270168855	0.3023744180133249	0.9579320808073812	0.9014450659400409
46	3.623452400562852	0.2805544651785331	0.9578322698402055	0.9001279819158013
47	3.6106183771106948	0.28128416298365305	0.9580946635157608	0.9007002843326375
48	3.627859544090056	0.28984172850290335	0.9576605914725772	0.9002519436748678
49	3.611617288930581	0.28368842908242475	0.9580729246708249	0.9012732786009507
