run	mae	sr	r	rrank
0	3.5984202844990545	0.28860475182408335	0.955793504299704	0.9069140422043604
1	3.617164404536862	0.30645705869426243	0.9555737148690544	0.9064503745611566
2	3.5970713355387516	0.30810698341325055	0.9560000305539181	0.9056853706861367
3	3.5795340897920602	0.28699927778209405	0.956114916125079	0.9056801414655649
4	3.5466202476370507	0.2880944113219885	0.9564633197416471	0.9067625988651993
5	3.5814570708884688	0.30157307778589587	0.956198551259719	0.9081535796002707
6	3.589870278827977	0.2905944512341574	0.9559295823135324	0.9069505790968823
7	3.59079577126654	0.29513064826918506	0.9556279065082679	0.909350901047695
8	3.5915135557655953	0.28850759630068873	0.955715534210586	0.9066150155168398
9	3.586563093572779	0.28775356160394566	0.9552869364132007	0.905846420932076
10	3.5656285018903597	0.2721220770445184	0.9560304799506814	0.9072576717513616
11	3.5881486795841204	0.2969450173311422	0.9557466839035975	0.9080337480731644
12	3.572669496219282	0.2922179968868804	0.9560215030424332	0.9073203643574972
13	3.621954685255199	0.3192007294012792	0.9552830540592787	0.906606984418847
14	3.5753919943289225	0.2853700000154541	0.9559292160420869	0.9060724752178588
15	3.5600794952741017	0.2850835442898444	0.9562630835403578	0.906249159973741
16	3.630961618147448	0.29503172290723906	0.954918704904111	0.9052231667243567
17	3.5935515689981092	0.2942125422404341	0.9557397597665208	0.9071246850268745
18	3.599485877126654	0.3036617633831462	0.9559620471639212	0.9075274424340676
19	3.5912938686200384	0.29934676043146546	0.9559267567849628	0.9082631016972428
20	3.569227827977315	0.2756315247177675	0.9563920030425457	0.9069509421642973
21	3.585271535916825	0.29279153096427224	0.955852131407002	0.9069276250570543
22	3.589513949905482	0.2978719959148677	0.9559006377726641	0.9064589733831837
23	3.5708822438563317	0.29387239633512435	0.956328973029313	0.907534802529658
24	3.5787016890359165	0.2845683433758448	0.9559150747703075	0.9054984244624239
25	3.585788823251418	0.29858458095145074	0.9562650579501144	0.9069130689685997
26	3.567696576559546	0.2934667132733607	0.9563666991530134	0.9081532533167204
27	3.577450936672968	0.29077312109925313	0.9559356104115244	0.9067465018231409
28	3.559038830812854	0.3027069379987741	0.9565631590807547	0.9086678130454088
29	3.5699102164461243	0.2802179040124458	0.9557815380054164	0.9066938476134684
30	3.5894968421550097	0.29055162886068014	0.9558187443030268	0.9057763682316201
31	3.6054238553875235	0.28547563664699616	0.955068847634665	0.904860147847194
32	3.5824082060491493	0.28929693107022286	0.956010176329449	0.9072832578533506
33	3.565588620982986	0.28887788952640914	0.9564592172044327	0.9071683589825277
34	3.570919003780719	0.2857193105506185	0.956199980881056	0.9060678301582643
35	3.5770316672967857	0.2962107777796557	0.9565625926757815	0.9049225179772348
36	3.598749696597353	0.3002360059495284	0.9554550624636438	0.9071438861577955
37	3.56379086294896	0.2899156048904848	0.9560580712343687	0.9064375178321553
38	3.583768668241966	0.2972418580573914	0.9557252457806138	0.9063586876403287
39	3.5907059102079395	0.2934139617309845	0.9557330340923645	0.9055757156071303
40	3.5515087372400758	0.2922838119565415	0.956526645956446	0.9084583240478864
41	3.5742973497164465	0.2921004178391401	0.9559579411730071	0.9072066598656422
42	3.5910191994328917	0.29467149804231074	0.9556839658948554	0.9056410884581209
43	3.5734953081285443	0.29933114810780187	0.9564991733658496	0.9064302610216914
44	3.5993263827977318	0.29726721699221614	0.9557534759214249	0.9057988058044374
45	3.6127523837429107	0.29126046890649787	0.9553179914975065	0.9049593531968655
46	3.5752654253308123	0.2910437879176212	0.956089757785476	0.9064899933677241
47	3.5571672750472585	0.28770061580225526	0.9564949169627873	0.9068943931102968
48	3.5955587863894136	0.28853378671652147	0.9557528028902932	0.9054754375438666
49	3.5740684206049145	0.28596999986201704	0.9561710431639622	0.905745551018992
