run	mae	sr	r	rrank
0	4.081348032383706	0.3556965887242767	0.9424001621869651	0.8978270138327332
1	4.067582918934245	0.36107573731932197	0.9434160784997335	0.8986894825653837
2	4.046051873105994	0.3742695762617634	0.9441141295082904	0.8999041913289115
3	4.067061609137093	0.35295649985712824	0.9429350074140287	0.8960607775356462
4	4.055220176605406	0.36508187326123664	0.9436316390182108	0.8987298695036773
5	4.028348444856748	0.3558412778227216	0.9431517791567757	0.899398399814221
6	4.057172188230093	0.34945648107278154	0.9426158106588679	0.8971563065485582
7	4.059560999041579	0.35116583675364027	0.9430976048981093	0.8966658177764506
8	4.015007957548563	0.35399159419570986	0.9447666308585353	0.9002436898710986
9	4.054912859733304	0.3568709214358781	0.9427935789239852	0.8989331408786815
10	4.023956985971818	0.35171588202907506	0.9440081785139802	0.9000730240307265
11	4.077217999973798	0.3707418624284083	0.943310410211937	0.8977023203571942
12	4.073673746800773	0.355910171652899	0.9422723181407263	0.8980377324395591
13	4.03053390308361	0.35943113922119085	0.9435080069827549	0.8992618958366673
14	4.037962821409369	0.35844515273276545	0.9434137722902342	0.8987735981508128
15	4.0308023290132615	0.3543697717141965	0.9435884532449695	0.8994731395691559
16	4.055944348124293	0.36824122020272615	0.9434162502699891	0.8965614132469697
17	4.055190391396135	0.350953551137345	0.9431668845639045	0.8980259887201936
18	4.038510088077425	0.34855848506036285	0.9435173762717738	0.8978559434828776
19	4.033210070001304	0.35414990269288776	0.9438564018564739	0.8985654812979872
20	4.042482136921295	0.34451251009914324	0.9432067401571965	0.897765667155943
21	4.04059726847162	0.34985093758598224	0.943893404961315	0.8980995038692839
22	4.029612060327785	0.3491407611952353	0.9434864713317132	0.8996026761145757
23	4.0399724769220136	0.35837165900758483	0.9434331177732939	0.8980195917348481
24	4.056442073968058	0.35411834741443016	0.9432629169358685	0.8982027602312881
25	4.04814570451427	0.3553447868769703	0.9434793483163519	0.8986668329834537
26	4.054794448101376	0.35243164378589126	0.9426731996395515	0.8983080265010405
27	4.0300325643041335	0.3484003578625365	0.943704513441581	0.8985341861482995
28	4.051547061268364	0.35301497134150067	0.9431720517382359	0.896944895725588
29	4.0480071835560505	0.35943142565337055	0.9432489501132184	0.899145031507372
30	4.06343448421428	0.3460098343182399	0.94256906209611	0.896553032625136
31	4.03803094387173	0.36406192301074014	0.9440144497715159	0.8997147928513831
32	4.0326602499215465	0.34562773379059286	0.9436208902705769	0.8996950767696843
33	4.030125437361025	0.3576759561618918	0.9434728508928064	0.8994232526312006
34	4.045588514554236	0.3529084101489111	0.9434798496372054	0.8978254861944419
35	4.046516547635288	0.3569649359637308	0.9436028450369515	0.8993033544797054
36	4.058352731431742	0.3752338412657143	0.9430827452954426	0.8984039764106689
37	4.09049616657856	0.362083852651814	0.9424541440723276	0.8977206734333169
38	4.010577310742707	0.35601977970031	0.9436802059756143	0.9001495491613883
39	4.052449297123173	0.3594162227325753	0.9433169540691981	0.8984169686454098
40	4.097155778660184	0.3669779110743998	0.9422641304943983	0.8969495288503893
41	4.0506833073723385	0.36808796389862036	0.9434479815039317	0.8996630154221428
42	4.033680779044711	0.3522138121132709	0.9429308103750755	0.9005831573582415
43	4.015393984929752	0.34917947727910764	0.944055353182202	0.8993234787552908
44	4.060812601826006	0.3502763215985304	0.9434019739635037	0.8957537197394182
45	4.056430856145557	0.3592410914699961	0.9433722422908101	0.897608418340967
46	4.059017590709178	0.35441082699425847	0.9429522239594303	0.8989783016867497
47	4.047549642568339	0.3501541737868335	0.9433979030075058	0.8981722123479026
48	4.0702996296441984	0.3551446339140999	0.9435789101663358	0.8984751143778779
49	4.056714469365716	0.3493807197594579	0.9431111643440048	0.8990301649388868
